,Tweet,Hasil Preprocessing,Positif,Negatif,Sentimen,Numbered Sentimen
484,"@basya_13 @mrtjakarta @DKIJakarta @aniesbaswedan Mohon maaf atas ketidaknyamanannya, namun Transjakarta akan selalu menjaga kebersihan di halte maupun di dalam bus area Transjakarta, dan untuk perihal ini akan kami sampaikan ke dinas dan pihak terkaitnya untuk ditindaklanjuti. Terima kasih",mohon maaf ketidaknyamanannya transjakarta menjaga kebersihan halte bus area transjakarta perihal dinas terkaitnya ditindaklanjuti terima kasih,2,0,positif,1
485,@Mamaulu @detikcom @detikfinance @mrtjakarta Mohon maaf atas ketidaknyamanannya. Transjakarta akan terus berusaha meningkatkan pelayanan bagi pelanggan.,mohon maaf ketidaknyamanannya transjakarta berusaha meningkatkan pelayanan pelanggan,2,0,positif,1
486,"Min, kalau saya mau naik @mrtjakarta dari stasiun HI, apakah sudah tersedia area parkir utk kendaraan pribadi? Mhn infonya. Makasih.",min stasiun hi tersedia area parkir utk kendaraan pribadi mhn infonya makasih,2,0,positif,1
487,@adriansyahyasin Proposalnya diajukan oleh tim @mrtjakarta ya ini mas? Kalau lihat paparannya ada logo MRT. Dari segi biaya infrastruktur dan harga pso yg diberikan apakah dibahas juga? Jgn sampai kaya LRT Palembang,proposalnya diajukan tim ya mas lihat paparannya logo mrt segi biaya infrastruktur harga pso dibahas jgn kaya lrt palembang,1,0,positif,1
488,"surprisingly, i cant wait to go back to jakarta. masa gw kangen kereta sama mrt ya Allah :",surprisingly i cant wait to go back to jakarta gw kangen kereta mrt ya allah,1,0,positif,1
489,stasiun mrt jakarta bagus berasa di luar negeri,stasiun mrt jakarta bagus berasa negeri,2,0,positif,1
490,"Ga tau kenapa, ke Jakarta bukannya pengen main ke dufan, monas atau yang lain lah aku mikirnya cuma ""harus naik mrt"" masa hahaha",ga tau jakarta pengen main dufan monas mikirnya mrt hahaha,1,0,positif,1
491,Mrt jakarta bagus,mrt jakarta bagus,1,0,positif,1
492,"MRT jakarta tuh murah yaa.. di thailand setengah rute aja bisa 60 THB atau hampir 30 ribuan

Alhasil karna bertiga kemana2 kita ngegrab, lebih nyaman, duduk, harga total sama",mrt jakarta tuh murah yaa thailand rute aja thb ribuan alhasil karna bertiga kemana ngegrab nyaman duduk harga total,2,1,positif,1
493,"Lagi nyobain MRT jakarta nih. Seru, mirip2 sama di korea, yang membedakan hanya aromanya aja.",nyobain mrt jakarta nih seru korea membedakan aromanya aja,1,0,positif,1
494,Luvvv makasih berkat MRT jd lebih mandiri--padahal gw sudah bisa nyetir he he tapi macetnya jakarta bikin darah tinggi,luvvv makasih berkat mrt jd mandiri gw nyetir he he macetnya jakarta bikin darah,3,1,positif,1
495,"naik mrt jakarta rasanya kayak naik mrt di korea. cepet hehee menyenangkan sekali. cuma aja kurang banyak line nya. ahh jadi kangen korea.. :"")",mrt jakarta kayak mrt korea cepet hehee menyenangkan aja line nya ahh kangen korea,3,0,positif,1
496,"@_rlthingy Ke JPO sudirman, itu via mrt senayan (sore aja biar langitnya bagus). Kalo mau jalan ke tempat indoor instagramable, coba ke jakarta aquarium di neo soho ??",rlthingy jpo sudirman via mrt senayan sore aja biar langitnya bagus kalo jalan indoor instagramable coba jakarta aquarium neo soho,1,0,positif,1
497,@firmansyahta Sudah tersedia musala di setiap stasiun MRT Jakarta.,tersedia musala stasiun mrt jakarta,1,0,positif,1
498,@republikaonline Mantap pak teruskan program peremajaan angkutan umum Dki Jakarta dan perluasan jalur bus trans Jakarta MRT LRT yg terintegrasi dalam Jaklingko dan semoga Wapres yang baru Pak Kyai Ma'ruf Amin bisa meneruskan mengkordinasikan pengembangan transportasi umum di DKI dgn pak gubernur,mantap teruskan program peremajaan angkutan dki jakarta perluasan jalur bus trans jakarta mrt lrt terintegrasi jaklingko semoga wapres kyai ma ruf amin meneruskan mengkordinasikan pengembangan transportasi dki dgn gubernur,4,0,positif,1
499,"2 mingguan di Jakarta sempat ngerasain berbagai transportasi publik (KRL, Transjakarta, MRT). Kendaraannya sendiri sih sudah ok (mungkin jadwal bisa lebih padat), tapi fasilitas penunjang spt trotoar, akses pejalan kaki, masih sangat kurang.",mingguan jakarta ngerasain transportasi publik krl transjakarta mrt kendaraannya sih ok jadwal padat fasilitas penunjang spt trotoar akses pejalan kaki,1,0,positif,1
500,"Qelyan percaya ibukota negara beneran akan pindah? Sedangan pembangunan lrt, mrt, dan kereta cepat jakarta-bandung masih berlanjut ?",qelyan percaya ibukota negara beneran pindah sedangan pembangunan lrt mrt kereta cepat jakarta bandung berlanjut,2,0,positif,1
501,Jalan jalan muterin jakarta naik mrt sepertinya seru..,jalan jalan muterin jakarta mrt seru,1,0,positif,1
502,Pengen naik MRT Jakarta ??,pengen mrt jakarta,1,0,positif,1
503,Kuakui MRT Jakarta emang spot terbaik buat aku dan beberapa kaum pecinta monokrom dan minimalis. Minimalis arsitek maupun non arsitek.,kuakui mrt jakarta emang spot terbaik kaum pecinta monokrom minimalis minimalis arsitek non arsitek,1,0,positif,1
504,"Padahal udah banyak transportasi umum di Jakarta loh, mungkin belom menyentuh semua wilayah Jakarta, tapi tetep aja worth to try gitu lohh. Dan emang enak banget sih menurut gua naik tranpsortasi umum macem MRT, KRL, atau Transjakarta",udah transportasi jakarta loh belom menyentuh wilayah jakarta tetep aja worth to try gitu lohh emang enak banget sih gua tranpsortasi macem mrt krl transjakarta,1,0,positif,1
505,"Padahal selama di jakarta nyaman2 aja pakai TJ, KRL sama MRT. Apalagi TJ murah. Tapi kok masih banyak yg pake kendaraan pribadi ya terutama mobil ya? :/ https://t.co/0Zo4RLTPSy",jakarta nyaman aja pakai tj krl mrt tj murah pake kendaraan pribadi ya mobil ya,2,0,positif,1
506,"@yourillegalgurl And then, kalo misal compare sama pub transport luar juga, Jakarta bisa unggul kok. Kondisi KRL masih baik, MRT apalagi, TJ? Ya mungkin harus mulai peremajaan.",and then kalo compare pub transport jakarta unggul kondisi krl mrt tj ya peremajaan,1,0,positif,1
507,Dulu mana mungkin pulang kantor mainnya ke Cipete. Terima kasih MRT Jakarta. Gue terharu banget. Hiks,pulang kantor mainnya cipete terima kasih mrt jakarta gue terharu banget hiks,1,0,positif,1
508,Naik mrt jakarta enak juga yaa.. (Asal gak mati aja listriknya)??,mrt jakarta enak yaa tidak_mati aja listriknya,1,0,positif,1
509,"Semakin malam, semakin cantik~ ????
.
#sudirman #stasiunsudirman #stasiunmrt #stasiunmrtdukuhatas #dukuhatas #jakarta #jakartapusat #indonesia @ Stasiun MRT Dukuh Atas https://t.co/ehvMkghhDl",malam cantik stasiun mrt dukuh,1,0,positif,1
510,"Ini Properti Keren Sepanjang Koridor MRT di Jakarta Selatan

#BacaIndoposAja #Proyek

https://t.co/DBjWx3oSbv",properti keren koridor mrt jakarta selatan,1,0,positif,1
511,"@askmenfess Aku donk, me time naik MRT pas ke Jakarta kemaren. Sendirian, pertama kali ke Jakarta pula.

Candu bangeeet. Pengen kesana lagi :((",donk me time mrt pas jakarta kemaren kali jakarta candu bangeeet pengen kesana,2,0,positif,1
512,@raemints HE EHHHH! Walaupun jalan ke stasiun mrt nya rada jauh tapi tetep menyenangkan karena kayak bukan jakarta yang dulu ??????,he ehhhh jalan stasiun mrt nya rada tetep menyenangkan kayak jakarta,1,0,positif,1
513,"Wah! PT MRT Sepakati Kerja Sama dengan Seoul Metro. MRT Jakarta Akan Makin Keren, Nih!
https://t.co/RvCwnadfZJ 

#JakartaBerketahanan #MRTJakarta",pt mrt sepakati kerja seoul metro mrt jakarta keren nih,1,0,positif,1
514,"@permadiaktivis @aniesbaswedan Luar biasa, kita baru tau bahwa kaki itu alat transportasi. Omong kosong rupanya membangun MRT, LRT, trans jakarta, commuter line. Kita hanya butuh jalan kaki!! Ke mana pun, ayo jalan kaki.",tau kaki alat transportasi omong kosong membangun mrt lrt trans jakarta commuter line butuh jalan kaki ayo jalan kaki,1,0,positif,1
515,@amirk kalo MRT sudah menjangkau seluruh Jakarta bakal jadi differentiation yang mantap sih,kalo mrt menjangkau jakarta differentiation mantap sih,1,0,positif,1
516,@densha_foxtrot Di Stasiun MRT Jakarta bisa diambil gratis kak ??,foxtrot stasiun mrt jakarta diambil gratis kak,1,0,positif,1
517,Tbtb pengen keliling jakarta gitu naik mrt trus masuk ke museum2 kayak nya seru Hmm,tbtb pengen keliling jakarta gitu mrt trus masuk museum kayak nya seru hmm,2,0,positif,1
518,"Naik kereta penat, naik mrt pun penat. Aku mmg xde bakat tinggal di Jakarta ni",kereta penat mrt penat mmg xde bakat tinggal jakarta ni,1,0,positif,1
519,Bahagia sekali mengantar turis eropa jalan-jalan naik mrt jakarta,bahagia mengantar turis eropa jalan jalan mrt jakarta,1,0,positif,1
520,@mrtjakarta halo... aku br 1x nih naik mrt.. so fun! cepat.. bersih.. nyaman.. TAPIII... aroma nya gak enak yaa di gerbong nya.. kaya bau pesing.. entah darimana.. apa mungkin dr AC nya ??,halo br x nih mrt so fun cepat bersih nyaman tapiii aroma nya tidak_enak yaa gerbong nya kaya bau pesing darimana dr ac nya,4,3,positif,1
521,Ada rasa bangga tiap kali aku naik MRT,bangga kali mrt,1,0,positif,1
522,kangen jakarta kangen masakan rumah kangen sushi tei kangen koi kangen naik mrt kangen ke pesantren syabil kangen semua keluarga besar huhu,kangen jakarta kangen masakan rumah kangen sushi tei kangen koi kangen mrt kangen pesantren syabil kangen keluarga huhu,7,0,positif,1
523,Jalan kaki adalah keseharianku sistur brader. Dan naik angkutan umum adalah favoritkuuu karena sekarang udah ada @mrtjakarta yang canggih parah dan busway trans jakarta yang semakin hari semakin baik #JalanHijau #KalauDeketJalaninAja @bptj151 @kamadignusa,jalan kaki keseharianku sistur brader angkutan favoritkuuu udah canggih parah busway trans jakarta,1,0,positif,1
524,Pacaran kaya gaya anak muda Jakarta jaman sekarang.. Naik MRT hahaha.. Love it.. @ MRT Lebak Bulus Station,pacaran kaya gaya anak muda jakarta jaman mrt hahaha love it mrt lebak bulus station,2,0,positif,1
525,Kesan pertama naik @mrtjakarta terasa nyaman dan bersih. @SaanMustopa @aniesbaswedan @jokowi,kesan nyaman bersih,2,0,positif,1
526,@mrtjakarta halo Mimin. Saya lagi naik MRT nih cuma kok kayaknya parfumnya kurang sedap ya? Pakenya parfum apa sih min??,halo mimin mrt nih kayaknya parfumnya sedap ya pakenya parfum sih min,1,0,positif,1
527,"Hati2 kehidupan jakarta jangan mudah ditipu, trus klo buat jalan2 gw saranin lu naik bus tingkat wkwk GRATISS koo lu ntar bisa singgah ke monas, kotu, galnas dkk.. selain itu klo buta arah pandai2 gunakan GMAPS (krn w males nanya org wkwkwk) enak naik KRL atau MRT buat bepergian",hati kehidupan jakarta mudah ditipu trus klo jalan gw saranin lu bus tingkat wkwk gratiss koo lu ntar singgah monas kotu galnas dkk klo buta arah pandai gmaps krn w males nanya org wkwkwk enak krl mrt bepergian,4,2,positif,1
528,Sekarang @mrtjakarta keren deh. Ada safety ambassador nya yang ngingetin orang2 buat berdiri di sebelah kiri waktu naik eskalator,keren deh safety ambassador nya ngingetin orang berdiri sebelah kiri eskalator,1,0,positif,1
529,Bangga sekali naik @mrtjakarta,bangga,1,0,positif,1
530,Woooooww... Pertama kali naik @mrtjakarta dari Bundaran HI ke Blok A. Jauh lebih bagus dari pada Metro di LA. Terima kasih Ahok,woooooww kali bundaran hi blok a bagus metro la terima kasih ahok,1,0,positif,1
531,Naik mrt jakarta enak juga yaa.. (Asal gak mati aja listriknya),mrt jakarta enak yaa tidak_mati aja listriknya,1,0,positif,1
532,"Jadi wanita yg sedang hamil kudu banyak sabar termasup pas mau naik lift @mrtjakarta diserobot mbak2 mas2 yg seger buger, kali mereka kebelet mau ke jamban",wanita hamil kudu sabar termasup pas lift diserobot mbak mas seger buger kali kebelet jamban,2,0,positif,1
533,"Dasar aku, keluar rumah naik kereta arah jakarta/arah bogor senengnya minta ampun. Cobain naik mrt. Jalan kaki keliling galnas. Jujur senank",dasar rumah kereta arah jakarta arah bogor senengnya ampun cobain mrt jalan kaki keliling galnas jujur senank,2,1,positif,1
534,"Akhirnya kemarin jumat ke JKT nyobain naik @mrtjakarta . Keren banget, ga kalah sama yg di SG. Cuma sayang pintu masuk/keluar sering error di beberapa station. Dan satu lagi, bbrp org petugas security nya relatif kurang ramah dan jutek. But overall, Great!!!",kemarin jumat jkt nyobain keren banget tidak_kalah sg sayang pintu masuk error station bbrp org petugas security nya relatif ramah jutek but overall great,6,1,positif,1
535,"Jd kesenengan naik MRT Jujur ini pertama kali loh naik MRT jkt kalo di tanya gmn perasaanya? Takjub, bangga , happy banget jakarta kuh @ Jakarta, Indonesia",jd kesenengan mrt jujur kali loh mrt jkt kalo gmn perasaanya takjub bangga happy banget jakarta kuh jakarta indonesia,4,0,positif,1
536,Kyknya emang cairan pembersih atau alat nya mesti diganti deh min... Udh bbrp kali naik mrt dari awal ujicoba sampe terakhir 2 minggu lalu baunya masih sama,kyknya emang cairan pembersih alat nya mesti diganti deh min udh bbrp kali mrt ujicoba sampe minggu baunya,1,0,positif,1
537,"Nikmat nya naik MRT, lalu jalan 2km menuju tempat meeting..sehat bener ya...tuntaskan 10.000 langkah hari ini..",nikmat nya mrt jalan km meeting sehat bener ya tuntaskan langkah,2,0,positif,1
538,Anda2 warga selatan Jakarta yg kelewatan MRT nda mau naik MRT aja ta? Bagus2 begini sepi amaattt,warga selatan jakarta kelewatan mrt nda mrt aja ta bagus sepi amaattt,1,0,positif,1
539,"Pertama kali naik MRT Jakarta Mau tau saja yang katanya orang orang, MRT Jakarta itu keren banget kaya yang di Jepang, Singapore dll",kali mrt jakarta tau orang orang mrt jakarta keren banget kaya jepang singapore dll,2,0,positif,1
540,"Terlalu nyaman naik @mrtjakarta , sekalinya pulang kerja naik @CommuterLine langsung mewek. Kejepit, Maaaak",nyaman sekalinya pulang kerja langsung mewek kejepit maaaak,1,0,positif,1
541,"Betul.. coba naik @MRTJakarta deh, nyaman kak",coba deh nyaman kak,1,0,positif,1
542,Jauh-jauh dari Jogja ke Jakarta cuma pengen naik MRT eheheheh @mrtjakarta,jogja jakarta pengen mrt eheheheh,1,0,positif,1
543,"Dear @mrtjakarta terima kasih atas layanan yang sudah diberikan kepada masyarakat atas kenyamanan transportasi yg bersih dan cepat. Tapi mohon maap, ini kenapa proses beli tiketnya lama banget ya ngantrinya ada kali satu orang 10 menit mah",dear terima kasih layanan masyarakat kenyamanan transportasi bersih cepat mohon maap proses beli tiketnya banget ya ngantrinya kali orang menit mah,4,0,positif,1
544,"Selamat pagi selamat menjalankan aktivitas hari ini Naik MRT Jakarta yang keren banget Sarana dan Prasarananya.. Bersih, Aman, Nyaman dan tidak perlu waktu lama untuk sampai ketempat tujuan #TehIneu #PDIPerjuangan",selamat pagi selamat menjalankan aktivitas mrt jakarta keren banget sarana prasarananya bersih aman nyaman tidak_perlu ketempat tujuan,7,0,positif,1
545,"Tadi sore nyobain naik MRT Jakarta karna diajak temen sekaligus penasaran dan kabar dari yang udah naik MRT itu beda banget sama KRL, rasanya lebih nyaman naik MRT daripada KRL, bener sih rasanya nyaman banget, eh lama lama rasanya berubah jadi sayang",sore nyobain mrt jakarta karna diajak temen penasaran kabar udah mrt beda banget krl nyaman mrt krl bener sih nyaman banget eh berubah sayang,4,0,positif,1
546,Seneng banget td abis cobain MRT Jakarta. Setelah sekian lama akhirnya Indonesia khususnya Jakarta punya MRT,seneng banget td abis cobain mrt jakarta sekian indonesia jakarta mrt,1,0,positif,1
547,"BANGGA !! Banget Akhirnya Indonesia punya MRT Dan sudah saatnya emang Capital City atau Jakarta punya transportasi macam ini Kalau dulu mampir malaysia, dan main di singapore. Mereka sudah lama ada mrt ini. Dan jujur ngiri knp Indo ga punya TAPI SKRG IM SO PROUD OF INDONESIA!!",bangga banget indonesia mrt emang capital city jakarta transportasi mampir malaysia main singapore mrt jujur ngiri knp indo tidak_punya skrg im so proud of indonesia,2,1,positif,1
548,"Min, stasiun & keretanya udah keren, bersih, tepat waktu tapi please keretanya dikasih pewangi dong....saya pengguna setia Ratangga, keretanya masih sering bau ! Sayang banget kan...",min stasiun keretanya udah keren bersih please keretanya dikasih pewangi pengguna setia ratangga keretanya bau sayang banget,4,1,positif,1
549,"@detikcom anak kecil juga tau. kami warga jakarta tidak butuh analisis beginian. Kami butuh solusinya. Misalnya percepat itu MRT tahap Kedua, Tahap Ketiga; LRT dan seterusnya.",anak tau warga jakarta tidak_butuh analisis butuh solusinya percepat mrt tahap tahap ketiga lrt,0,1,negatif,0
550,"Lelah dengan macetnya Jakarta, turun dari taksi trus pindah mrt. https://t.co/QqxteaoKCB",lelah macetnya jakarta turun taksi trus pindah mrt,0,3,negatif,0
551,"@tubirfess Kenape sekolahnya yg dihentikan? Industrinya lah yg dihentikan. Adain ""car free week"", di seluruh Jakarta (tapi gratiskan TJ, MRT, Commuter Line, dll)",kenape sekolahnya dihentikan industrinya dihentikan adain car free week jakarta gratiskan tj mrt commuter line dll,0,2,negatif,0
552,"@Mpok_Hanum Kalo dari fs/studi mrt di jakarta jg gak mungkin utk dilakukan, moda transportasi apapun susah dilakukan kalo gak ada kemauan, gak ada moda transportasi yg jelek karena pelayanan ke masyarakat itu gak ada batasnya atau itungan untung rugi",hanum kalo fs studi mrt jakarta jg tidak_mungkin utk moda transportasi apapun susah kalo tidak_ada kemauan tidak_ada moda transportasi jelek pelayanan masyarakat tidak_ada batasnya itungan untung rugi,1,6,negatif,0
553,"@mrtjakarta Dear MRT Jakarta, apakah prosedur ketika penumpang akan masuk utk tap kartu harus diperiksa isi tasnya? Krn itu membuat tdk nyaman dan jika sdg buru2 justru semakin memperlama waktu. Hal ini saya temukan hny di Stasiun Fatmawati,",dear mrt jakarta prosedur penumpang masuk utk tap kartu diperiksa isi tasnya krn tidak_nyaman sdg buru memperlama temukan hny stasiun fatmawati,0,2,negatif,0
554,"#Kom5 Anton S 
@PDemokrat
 #jabar5: jangan2 LRT dan MRT kita belum ada regulasinya. Karena pasti ada masalah perhubungan dgn MRT dan LRT. Jangan2 Rai Link kita belum ada payung hukum yang kuat. Negeri ini masih terus menambah jumlah mobil padahal Jakarta sudah macet.",anton s lrt mrt belum_ada regulasinya perhubungan dgn mrt lrt rai link belum_ada payung hukum kuat negeri menambah mobil jakarta macet,2,3,negatif,0
